Date,Open,High,Low,Close,Adj Close,Volume
2017-08-11,294.500000,303.000000,277.450012,280.149994,280.149994,67652562
2017-08-14,281.450012,282.399994,276.500000,278.200012,278.200012,23773509
2017-08-16,279.049988,283.899994,274.200012,283.100006,283.100006,21074533
2017-08-17,283.799988,284.700012,280.000000,280.850006,280.850006,12134114
2017-08-18,278.000000,279.649994,276.000000,278.700012,278.700012,12653217
2017-08-21,279.000000,280.649994,273.350006,274.649994,274.649994,9247153
2017-08-22,276.000000,277.000000,271.200012,273.899994,273.899994,11814388
2017-08-23,274.750000,279.700012,274.200012,279.000000,279.000000,11317821
2017-08-24,279.700012,281.450012,277.500000,280.299988,280.299988,14138226
2017-08-28,282.100006,282.100006,279.000000,279.350006,279.350006,10505317
2017-08-29,278.450012,280.850006,276.049988,277.000000,277.000000,10335964
2017-08-30,278.000000,279.250000,276.000000,276.600006,276.600006,7648702
2017-08-31,276.850006,279.500000,274.200012,277.750000,277.750000,14222467
2017-09-01,277.649994,280.399994,276.600006,277.850006,277.850006,8255209
2017-09-04,278.950012,279.600006,276.399994,277.750000,277.750000,7168751
2017-09-05,278.100006,279.500000,275.950012,276.549988,276.549988,9565430
2017-09-06,275.950012,276.649994,273.649994,274.250000,274.250000,7306781
2017-09-07,275.399994,276.899994,273.100006,274.200012,274.200012,16102724
2017-09-08,274.899994,275.399994,271.100006,271.799988,271.799988,7077895
2017-09-11,272.600006,273.500000,269.549988,270.950012,270.950012,14489224
2017-09-12,272.000000,275.649994,270.500000,273.450012,273.450012,8375133
2017-09-13,274.950012,276.600006,272.500000,273.399994,273.399994,10150073
2017-09-14,273.399994,275.600006,272.299988,274.200012,274.200012,8015217
2017-09-15,270.750000,274.500000,269.899994,271.500000,271.500000,18404860
2017-09-18,273.000000,274.000000,269.450012,270.399994,270.399994,17538678
2017-09-19,270.450012,270.799988,266.450012,267.799988,267.799988,14331316
2017-09-20,268.149994,272.049988,267.450012,270.049988,270.049988,12355806
2017-09-21,269.750000,271.399994,267.350006,268.500000,268.500000,8509419
2017-09-22,267.250000,267.399994,261.100006,261.850006,261.850006,12860892
2017-09-25,261.500000,261.799988,254.399994,258.750000,258.750000,13937050
2017-09-26,258.500000,259.649994,256.000000,258.250000,258.250000,11728345
2017-09-27,259.899994,259.899994,249.500000,250.399994,250.399994,17080769
2017-09-28,250.250000,253.550003,249.500000,252.550003,252.550003,17776419
2017-09-29,254.699997,255.500000,253.050003,253.850006,253.850006,10073641
2017-10-03,256.399994,256.399994,250.600006,251.300003,251.300003,10547836
2017-10-04,251.649994,254.649994,251.350006,253.199997,253.199997,14063896
2017-10-05,253.699997,254.100006,249.199997,251.600006,251.600006,13476692
2017-10-06,252.149994,257.899994,252.100006,256.750000,256.750000,11932139
2017-10-09,256.799988,258.600006,254.250000,256.850006,256.850006,8009211
2017-10-10,256.850006,258.200012,255.699997,256.950012,256.950012,9742878
2017-10-11,257.149994,258.450012,250.449997,251.750000,251.750000,14192548
2017-10-12,252.000000,252.949997,248.500000,251.199997,251.199997,13404759
2017-10-13,251.100006,255.350006,250.199997,252.100006,252.100006,15697555
2017-10-16,254.600006,254.699997,250.100006,252.050003,252.050003,12171830
2017-10-17,252.050003,254.699997,250.649994,251.149994,251.149994,13505216
2017-10-18,246.000000,247.800003,242.550003,243.750000,243.750000,20677891
2017-10-19,243.800003,245.250000,241.149994,242.750000,242.750000,3458869
2017-10-23,244.000000,247.000000,242.300003,245.949997,245.949997,8901335
2017-10-24,246.000000,255.300003,245.949997,254.449997,254.449997,17197805
2017-10-25,279.850006,328.049988,279.850006,324.899994,324.899994,262677081
2017-10-26,330.000000,351.299988,317.500000,320.500000,320.500000,112804243
2017-10-27,320.250000,323.600006,310.100006,311.049988,311.049988,27580765
2017-10-30,312.000000,322.350006,310.600006,312.000000,312.000000,28530254
2017-10-31,313.000000,313.850006,304.299988,305.799988,305.799988,16455750
2017-11-01,309.399994,321.450012,309.399994,319.850006,319.850006,34907283
2017-11-02,320.000000,323.149994,313.549988,314.350006,314.350006,23110527
2017-11-03,315.450012,327.500000,312.600006,325.000000,325.000000,26898400
2017-11-06,323.600006,330.000000,321.450012,329.000000,329.000000,17143407
2017-11-07,328.950012,331.700012,315.500000,317.200012,317.200012,21883541
2017-11-08,318.000000,319.299988,306.649994,309.549988,309.549988,20242447
2017-11-09,313.149994,318.000000,308.200012,313.700012,313.700012,21846178
2017-11-10,315.000000,338.500000,309.500000,333.549988,333.549988,82984969
2017-11-13,336.750000,344.799988,329.750000,331.049988,331.049988,38777555
2017-11-14,330.350006,334.700012,327.500000,329.100006,329.100006,25647162
2017-11-15,328.000000,331.149994,322.250000,324.950012,324.950012,17389606
2017-11-16,327.399994,334.200012,323.649994,333.399994,333.399994,22506014
2017-11-17,345.000000,346.700012,336.000000,337.500000,337.500000,26518142
2017-11-20,337.100006,337.149994,331.250000,333.000000,333.000000,13507662
2017-11-21,335.000000,335.399994,330.000000,330.649994,330.649994,14189920
2017-11-22,330.850006,339.649994,327.000000,335.299988,335.299988,22861716
2017-11-23,335.500000,336.649994,331.649994,334.950012,334.950012,13338423
2017-11-24,336.000000,337.000000,331.500000,332.399994,332.399994,11716981
2017-11-27,329.899994,337.000000,328.049988,335.649994,335.649994,13114683
2017-11-28,336.000000,336.700012,331.200012,332.000000,332.000000,16054996
2017-11-29,332.350006,334.850006,327.200012,328.899994,328.899994,11264624
2017-11-30,325.799988,326.500000,318.500000,320.350006,320.350006,27276288
2017-12-01,321.500000,322.299988,311.250000,312.750000,312.750000,16425620
2017-12-04,314.700012,315.950012,311.149994,313.600006,313.600006,13887727
2017-12-05,312.500000,320.700012,308.799988,319.100006,319.100006,15130931
2017-12-06,316.700012,317.399994,311.500000,312.399994,312.399994,18658202
2017-12-07,312.500000,317.750000,312.450012,316.399994,316.399994,12278558
2017-12-08,316.600006,318.850006,312.100006,313.100006,313.100006,16418832
2017-12-11,315.950012,319.299988,315.100006,318.399994,318.399994,14014369
2017-12-12,317.750000,320.500000,314.649994,318.450012,318.450012,17658856
2017-12-13,316.149994,318.950012,311.149994,313.299988,313.299988,17540585
2017-12-14,314.299988,315.399994,309.500000,314.000000,314.000000,13894451
2017-12-15,318.399994,319.350006,311.500000,312.250000,312.250000,16050711
2017-12-18,308.000000,323.500000,300.399994,318.899994,318.899994,32119915
2017-12-19,319.450012,322.250000,318.399994,319.799988,319.799988,14741481
2017-12-20,319.000000,319.000000,316.500000,317.500000,317.500000,9895770
2017-12-21,316.600006,318.200012,315.399994,316.750000,316.750000,9916409
2017-12-22,317.100006,323.850006,316.500000,319.850006,319.850006,13821639
2017-12-26,318.600006,319.950012,316.299988,317.149994,317.149994,9329690
2017-12-27,316.500000,320.299988,313.049988,314.850006,314.850006,14276027
2017-12-28,315.299988,316.500000,307.649994,308.399994,308.399994,20353152
2017-12-29,310.000000,312.000000,309.049988,309.899994,309.899994,11939569
